run_name,family,model_family,modality,seed,gold,pred,count,rate_within_gold
m3hg_ta_seed42,m3hg_ta,m3hg,ta,42,emo_context,non_pair,544,0.5456369107321966
m3hg_ta_seed42,m3hg_ta,m3hg,ta,42,non_pair,emo_cause,1042,0.06734311381115492
m3hg_ta_seed42,m3hg_ta,m3hg,ta,42,non_pair,emo_context,955,0.06172041620887998
m3hg_ta_seed42,m3hg_ta,m3hg,ta,42,non_pair,non_pair,13476,0.8709364699799651
m3hg_ta_seed456,m3hg_ta,m3hg,ta,456,emo_cause,emo_cause,1122,0.6254180602006689
m3hg_ta_seed456,m3hg_ta,m3hg,ta,456,emo_cause,emo_context,283,0.15774804905239687
m3hg_ta_seed456,m3hg_ta,m3hg,ta,456,emo_cause,non_pair,389,0.21683389074693424
m3hg_ta_seed456,m3hg_ta,m3hg,ta,456,emo_context,emo_cause,99,0.09929789368104312
m3hg_ta_seed456,m3hg_ta,m3hg,ta,456,emo_context,emo_context,394,0.39518555667001004
m3hg_ta_seed456,m3hg_ta,m3hg,ta,456,emo_context,non_pair,504,0.5055165496489469
m3hg_ta_seed456,m3hg_ta,m3hg,ta,456,non_pair,emo_cause,937,0.060557099463581725
m3hg_ta_seed456,m3hg_ta,m3hg,ta,456,non_pair,emo_context,1213,0.0783946228914884
m3hg_ta_seed456,m3hg_ta,m3hg,ta,456,non_pair,non_pair,13323,0.8610482776449299
m3hg_tav_seed123,m3hg_tav,m3hg,tav,123,emo_cause,emo_cause,1116,0.6220735785953178
m3hg_tav_seed123,m3hg_tav,m3hg,tav,123,emo_cause,emo_context,227,0.1265328874024526
m3hg_tav_seed123,m3hg_tav,m3hg,tav,123,emo_cause,non_pair,451,0.25139353400222963
m3hg_tav_seed123,m3hg_tav,m3hg,tav,123,emo_context,emo_cause,142,0.1424272818455366
m3hg_tav_seed123,m3hg_tav,m3hg,tav,123,emo_context,emo_context,312,0.31293881644934807
m3hg_tav_seed123,m3hg_tav,m3hg,tav,123,emo_context,non_pair,543,0.5446339017051154
m3hg_tav_seed123,m3hg_tav,m3hg,tav,123,non_pair,emo_cause,962,0.062172817165384864
m3hg_tav_seed123,m3hg_tav,m3hg,tav,123,non_pair,emo_context,823,0.0531894267433594
m3hg_tav_seed123,m3hg_tav,m3hg,tav,123,non_pair,non_pair,13688,0.8846377560912557
m3hg_tav_seed42,m3hg_tav,m3hg,tav,42,emo_cause,emo_cause,1128,0.6287625418060201
m3hg_tav_seed42,m3hg_tav,m3hg,tav,42,emo_cause,emo_context,206,0.11482720178372352
m3hg_tav_seed42,m3hg_tav,m3hg,tav,42,emo_cause,non_pair,460,0.2564102564102564
m3hg_tav_seed42,m3hg_tav,m3hg,tav,42,emo_context,emo_cause,139,0.13941825476429287
m3hg_tav_seed42,m3hg_tav,m3hg,tav,42,emo_context,emo_context,298,0.29889669007021064
m3hg_tav_seed42,m3hg_tav,m3hg,tav,42,emo_context,non_pair,560,0.5616850551654965
m3hg_tav_seed42,m3hg_tav,m3hg,tav,42,non_pair,emo_cause,1003,0.06482259419634201
m3hg_tav_seed42,m3hg_tav,m3hg,tav,42,non_pair,emo_context,771,0.04982873392360887
m3hg_tav_seed42,m3hg_tav,m3hg,tav,42,non_pair,non_pair,13699,0.8853486718800491
m3hg_tav_seed456,m3hg_tav,m3hg,tav,456,emo_cause,emo_cause,1145,0.6382385730211817
m3hg_tav_seed456,m3hg_tav,m3hg,tav,456,emo_cause,emo_context,217,0.120958751393534
m3hg_tav_seed456,m3hg_tav,m3hg,tav,456,emo_cause,non_pair,432,0.2408026755852843
m3hg_tav_seed456,m3hg_tav,m3hg,tav,456,emo_context,emo_cause,142,0.1424272818455366
m3hg_tav_seed456,m3hg_tav,m3hg,tav,456,emo_context,emo_context,347,0.34804413239719156
m3hg_tav_seed456,m3hg_tav,m3hg,tav,456,emo_context,non_pair,508,0.5095285857572718
m3hg_tav_seed456,m3hg_tav,m3hg,tav,456,non_pair,emo_cause,1050,0.06786014347573192
m3hg_tav_seed456,m3hg_tav,m3hg,tav,456,non_pair,emo_context,865,0.05590383248238868
m3hg_tav_seed456,m3hg_tav,m3hg,tav,456,non_pair,non_pair,13558,0.8762360240418794
m3hg_tv_seed123,m3hg_tv,m3hg,tv,123,emo_cause,emo_cause,1094,0.6098104793756968
m3hg_tv_seed123,m3hg_tv,m3hg,tv,123,emo_cause,emo_context,278,0.15496098104793757
m3hg_tv_seed123,m3hg_tv,m3hg,tv,123,emo_cause,non_pair,422,0.23522853957636566
m3hg_tv_seed123,m3hg_tv,m3hg,tv,123,emo_context,emo_cause,120,0.12036108324974924
m3hg_tv_seed123,m3hg_tv,m3hg,tv,123,emo_context,emo_context,361,0.362086258776329
m3hg_tv_seed123,m3hg_tv,m3hg,tv,123,emo_context,non_pair,516,0.5175526579739218
m3hg_tv_seed123,m3hg_tv,m3hg,tv,123,non_pair,emo_cause,926,0.05984618367478834
m3hg_tv_seed123,m3hg_tv,m3hg,tv,123,non_pair,emo_context,1054,0.06811865830802043
m3hg_tv_seed123,m3hg_tv,m3hg,tv,123,non_pair,non_pair,13493,0.8720351580171912
m3hg_tv_seed42,m3hg_tv,m3hg,tv,42,emo_cause,emo_cause,1197,0.6672240802675585
m3hg_tv_seed42,m3hg_tv,m3hg,tv,42,emo_cause,emo_context,207,0.11538461538461539
m3hg_tv_seed42,m3hg_tv,m3hg,tv,42,emo_cause,non_pair,390,0.21739130434782608
m3hg_tv_seed42,m3hg_tv,m3hg,tv,42,emo_context,emo_cause,151,0.1514543630892678
m3hg_tv_seed42,m3hg_tv,m3hg,tv,42,emo_context,emo_context,285,0.2858575727181545
m3hg_tv_seed42,m3hg_tv,m3hg,tv,42,emo_context,non_pair,561,0.5626880641925778
m3hg_tv_seed42,m3hg_tv,m3hg,tv,42,non_pair,emo_cause,1102,0.07122083629548245
m3hg_tv_seed42,m3hg_tv,m3hg,tv,42,non_pair,emo_context,903,0.05835972338912945
m3hg_tv_seed42,m3hg_tv,m3hg,tv,42,non_pair,non_pair,13468,0.8704194403153881
m3hg_tv_seed456,m3hg_tv,m3hg,tv,456,emo_cause,emo_cause,1170,0.6521739130434783
m3hg_tv_seed456,m3hg_tv,m3hg,tv,456,emo_cause,emo_context,214,0.11928651059085842
