analysis,family,runs,matched_context_non_pair_pairs,matched_context_triples,context_binary_prob_pair_mean,context_binary_prob_pair_std,non_pair_binary_prob_pair_mean,non_pair_binary_prob_pair_std,cause_binary_prob_pair_mean,cause_binary_prob_pair_std,context_minus_non_pair_prob_pair_mean,context_minus_non_pair_prob_pair_std,cause_minus_context_prob_pair_mean,cause_minus_context_prob_pair_std,context_three_prob_emo_context_mean,context_three_prob_emo_context_std,non_pair_three_prob_emo_context_mean,non_pair_three_prob_emo_context_std,cause_three_prob_emo_context_mean,cause_three_prob_emo_context_std,context_minus_non_pair_prob_context_mean,context_minus_non_pair_prob_context_std,context_minus_cause_prob_context_mean,context_minus_cause_prob_context_std
binary_prob_pair,RoBERTa,3,2214,66,0.1012984421084211,0.2287963781998073,0.0809679184868879,0.2054978301025544,0.3271181425996915,0.4203215077064658,0.0203305236215332,0.2923176553834982,0.1411069625861604,0.5409689891415959,,,,,,,,,,
binary_prob_pair,RC-Fusion,3,2214,66,0.1093826967326447,0.248050818955397,0.0864109928617585,0.219596063940243,0.2545608939147893,0.4051432988081837,0.0229717038708861,0.319239896839653,0.0742729974815367,0.562198795697961,,,,,,,,,,
binary_prob_pair,RW-Fusion,3,2214,66,0.1122327808246038,0.2218309037031025,0.091505400993604,0.2000305812744773,0.2522589327268316,0.3452095234298564,0.0207273798309997,0.28373023497714,0.0436168561282102,0.5114706427523703,,,,,,,,,,
binary_prob_pair,RWC-Fusion,3,2214,66,0.110641180949988,0.2415148072440929,0.0903900245566242,0.2121762148876514,0.3335374290190609,0.4071788248781831,0.0202511563933637,0.3070139362014343,0.1294513215495195,0.525443625412139,,,,,,,,,,
three_prob_context,RoBERTa,3,2214,66,,,,,,,,,,,0.2029963126870367,0.2261867551802802,0.1604094258063685,0.2012591006892371,0.1432336596842628,0.1535953570541074,0.0425868868806682,0.2640472829404549,0.068553133331465,0.2432304816854674
three_prob_context,RC-Fusion,3,2214,66,,,,,,,,,,,0.2336118492161537,0.2450851560025096,0.1933841733865577,0.2253073852007457,0.1891940287208523,0.1998875584562777,0.0402276758295959,0.2763173155198551,0.0612421997533546,0.2995133867487398
three_prob_context,RW-Fusion,3,2214,66,,,,,,,,,,,0.2145058796345393,0.2436657096080966,0.1643780757359673,0.2138357015587976,0.1382992014370039,0.1817646407685607,0.0501278038985719,0.2801557835400862,0.1470813067174855,0.2803824190475987
three_prob_context,RWC-Fusion,3,2214,66,,,,,,,,,,,0.2486376190942867,0.2427376897374038,0.1997285653852825,0.2188493877647,0.1902969466367115,0.19580741104939,0.0489090537090041,0.2835729453319215,0.1175529709964228,0.3159447596394279
